,English Name,Korean Name,Ingredients,Type,Video,ingredients_parsed
64,Jellyfish salad,해파리냉채,"['artificial crab sticks', 'eggs', 'english cucumber', 'garlic', 'honey', 'Korean pear', 'kosher salt', 'mustard powder', 'pine nuts', 'salted jellyfish', 'shredded', 'soy sauce', 'sugar', 'toasted sesame oil', 'vinegar', '']","['anju', 'seafood', 'side dish', 'snack', 'spicy']",https://youtube.com/watch?v=q_V1EOa-Ly8,"['artificial crab sticks', 'eggs', 'english cucumber', 'garlic', 'Korean pear', 'mustard powder', 'pine nuts', 'salted jellyfish', 'shredded', 'toasted sesame oil', '']"
65,Corn cheese,콘치즈,"['canned corn', 'garaetteok', 'green bell pepper', 'kosher salt', 'mayonnaise', 'mozzarella cheese', 'onion', 'red bell pepper', 'sugar', 'unsalted butter', '']","['anju', 'appetizer', 'easy', 'non spicy', 'side dish', 'snack']",https://youtube.com/watch?v=vmM32SFYGyc,"['canned corn', 'garaetteok', 'green bell pepper', 'mayonnaise', 'mozzarella cheese', 'onion', 'red bell pepper', 'unsalted butter', '']"
66,Steamed perilla leaves,깻잎찜,"['fish sauce', 'garlic', 'green onion', 'hot pepper flakes', 'onion', 'perilla leaves', 'sesame seeds', 'soy sauce', 'toasted sesame oil', 'water', '']","['easy', 'side dish', 'spicy', 'vegetarian']",https://youtube.com/watch?v=-ycTDIUhsfM,"['fish sauce', 'garlic', 'green onion', 'onion', 'perilla leaves', 'sesame seeds', 'toasted sesame oil', '']"
67,Spicy pork stew,돼지고기찌개,"['fish sauce', 'garlic', 'ginger', 'gochujang', 'green chili pepper', 'green onion', 'ground black pepper', 'onion', 'pork belly', 'pork shoulder', 'potato', 'toasted sesame oil', 'tofu', 'water', '']","['easy', 'main dish', 'pork', 'side dish', 'spicy']",https://youtube.com/watch?v=tdeh3t4cx2A,"['fish sauce', 'garlic', 'ginger', 'gochujang', 'green chili pepper', 'green onion', 'onion', 'pork belly', 'pork shoulder', 'potato', 'toasted sesame oil', 'tofu', '']"
68,Stir-fried fernbrake side dish,고사리나물,"['fernbrake', 'perilla seeds oil', 'soy sauce', 'toasted sesame oil', 'toasted sesame seeds', 'vegetable oil', '']","['Buddhist temple cuisine', 'cold', 'easy', 'non spicy', 'side dish', 'vegetarian']",https://youtube.com/watch?v=RndjD4rM03A,"['fernbrake', 'perilla seeds oil', 'toasted sesame oil', 'toasted sesame seeds', '']"
69,Dried shredded pollock seasoned with gochujang,북어포 고추장무침,"['corn syrup', 'dried shredded pollock', 'garlic', 'gochujang', 'olive oil', 'rice syrup', 'sesame seeds', 'toasted sesame oil', 'vegetable oil', '']","['appetizer', 'easy', 'lunchbox', 'preserved side dish', 'seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=n9zqAYIzvmg,"['corn syrup', 'dried shredded pollock', 'garlic', 'gochujang', 'olive oil', 'rice syrup', 'sesame seeds', 'toasted sesame oil', '']"
70,"Quick, fresh kimchi",배추겉절이,"['Asian chives', 'carrot', 'fermented salted anchovies', 'fish sauce', 'garlic', 'ginger', 'glutinous rice flour', 'green onion', 'hot pepper flakes', 'kosher salt', 'napa cabbage', 'onion', 'sugar', 'sweet rice flour', '']","['cold', 'easy', 'kimchi', 'side dish', 'spicy']",https://youtube.com/watch?v=VO3EiWBH15Y,"['Asian chives', 'carrot', 'fermented salted anchovies', 'fish sauce', 'garlic', 'ginger', 'glutinous rice flour', 'green onion', 'napa cabbage', 'onion', 'sweet rice flour', '']"
71,Braised black beans,검은콩조림,"['black beans with green kernels', 'brown sugar', 'garlic', 'rice syrup', 'soy sauce', 'sugar', 'toasted sesame oil', 'toasted sesame seeds', 'vegetable oil', 'water', 'white sugar', '']","['preserved side dish', 'side dish']",https://youtube.com/watch?v=koVeWQSSbc8,"['black beans with green kernels', 'brown sugar', 'garlic', 'rice syrup', 'toasted sesame oil', 'toasted sesame seeds', 'white sugar', '']"
72,Sautéed zucchini and shrimp,애호박새우볶음,"['fermented salted shrimp', 'garlic', 'green onion', 'kosher salt', 'onion', 'powdered toasted sesame seeds', 'red chili pepper', 'shrimp', 'toasted sesame oil', 'vegetable oil', 'zucchini', '']","['easy', 'non spicy', 'seafood', 'side dish']",https://youtube.com/watch?v=fRkhJ5f4gBU,"['fermented salted shrimp', 'garlic', 'green onion', 'onion', 'powdered toasted sesame seeds', 'red chili pepper', 'shrimp', 'toasted sesame oil', 'zucchini', '']"
73,Spicy stir-fried octopus,낙지볶음,"['garlic', 'ginger', 'green onion', 'ground black pepper', 'hot pepper flakes', 'large green onion', 'long arm octopus', 'nakji', 'onion', 'potato starch', 'rice syrup', 'soy sauce', 'sugar', 'toasted sesame oil', 'vegetable oil', '']","['appetizer', 'main dish', 'seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=nyxRXn6Nbc0,"['garlic', 'ginger', 'green onion', 'large green onion', 'long arm octopus', 'nakji', 'onion', 'potato starch', 'rice syrup', 'toasted sesame oil', '']"
74,Spicy steamed eggs in an earthenware bowl,매운 뚝배기 계란찜,"['chicken broth', 'eggs', 'green onion', 'hot pepper flakes', 'soy sauce', 'toasted sesame oil', 'toasted sesame seeds', '']","['easy', 'side dish', 'spicy']",https://youtube.com/watch?v=ja4tzbTQ_A4,"['chicken broth', 'eggs', 'green onion', 'toasted sesame oil', 'toasted sesame seeds', '']"
75,Spicy braised potatoes,매운감자조림,"['garlic', 'hot pepper flakes', 'onion', 'potatoes', 'soy sauce', 'sugar', '']","['side dish', 'spicy']",https://youtube.com/watch?v=aDU63k-2nkk,"['garlic', 'onion', 'potatoes', '']"
76,Braised semi-dried pollock,코다리조림,"['daikon radish', 'garlic', 'green onion', 'hot pepper flakes', 'Korean radish', 'large green onion', 'onion', 'rice syrup', 'semi-dried pollock', 'soy sauce', 'sugar', '']","['seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=Efhf-NYYpwU,"['daikon radish', 'garlic', 'green onion', 'Korean radish', 'large green onion', 'onion', 'rice syrup', 'semi-dried pollock', '']"
77,Braised pig's trotters,족발,"['apple', 'brown sugar', 'cinnamon sticks', 'dark brown sugar', 'doenjang', 'dried red chili pepper', 'fermented salted shrimp', 'garlic', 'ginger', 'green onion', 'ground black pepper', 'ground coffee', 'hot pepper flakes', 'jujubes', 'kosher salt', 'mirim', 'onion', 'peppercorns', '"" pig\'s trotters""', 'rice syrup', 'soy sauce', 'star anise', 'sugar', 'toasted sesame seeds', '']","['anju', 'main dish', 'non spicy', 'pork', 'side dish']",https://youtube.com/watch?v=rRQIRcQqb4k,"['apple', 'brown sugar', 'cinnamon sticks', 'dark brown sugar', 'doenjang', 'dried red chili pepper', 'fermented salted shrimp', 'garlic', 'ginger', 'green onion', 'ground coffee', 'jujubes', 'mirim', 'onion', 'peppercorns', '"" pig\'s trotters""', 'rice syrup', 'star anise', 'toasted sesame seeds', '']"
78,Seasoned fresh oysters,굴무침,"['fresh oysters', 'frozen oysters', 'garlic', 'green onion', 'hot pepper flakes', 'sesame seeds', 'soy sauce', 'sugar', 'toasted sesame oil', '']","['cold', 'easy', 'seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=IMZXVZIhGsk,"['fresh oysters', 'frozen oysters', 'garlic', 'green onion', 'sesame seeds', 'toasted sesame oil', '']"
79,Soybean sprout soup with rice,콩나물국밥,"['dried anchovies', 'dried kelp', 'eggs', 'garlic', 'green onion', 'ground black pepper', 'hot pepper flakes', 'kimchi', 'kosher salt', 'onion', 'rice', 'soybean sprouts', 'toasted sesame oil', 'toasted sesame seeds', '']","['main dish', 'one bowl meal', 'rice', 'side dish', 'soup', 'spicy']",https://youtube.com/watch?v=09_Kh_a8d_w,"['dried anchovies', 'dried kelp', 'eggs', 'garlic', 'green onion', 'kimchi', 'onion', 'rice', 'soybean sprouts', 'toasted sesame oil', 'toasted sesame seeds', '']"
80,Vegetable and fruit water kimchi,나박김치,"['apple', 'english cucumber', 'garlic', 'ginger', 'green chili pepper', 'green onion', 'hot pepper flakes', 'Korean pear', 'Korean radish', 'kosher salt', 'napa cabbage', 'onion', 'red radish', 'water', '']","['appetizer', 'cold', 'easy', 'fermented', 'kimchi', 'side dish', 'spicy', 'vegetarian']",https://youtube.com/watch?v=LBJMJZdZEOQ,"['apple', 'english cucumber', 'garlic', 'ginger', 'green chili pepper', 'green onion', 'Korean pear', 'Korean radish', 'napa cabbage', 'onion', 'red radish', '']"
81,Spicy stuffed steamed eggplant,고추장 가지찜,"['eggplant', 'garlic', 'gochujang', 'green onion', 'ground black pepper', 'hot pepper flakes', 'kosher salt', 'onion', 'soy sauce', 'sugar', 'toasted sesame oil', 'vegetable oil', '']","['easy', 'side dish', 'spicy', 'vegetarian']",https://youtube.com/watch?v=aTR7eXk0IF4,"['eggplant', 'garlic', 'gochujang', 'green onion', 'onion', 'toasted sesame oil', '']"
82,Thick soybean paste stew,강된장,"['clams', 'doenjang', 'garlic', 'green chili pepper', 'green onion', 'ground beef', 'onion', 'potato', 'shrimp', 'squash blossom', 'vegetable oil', 'water', 'zucchini', '']","['beef', 'easy', 'non spicy', 'seafood', 'side dish']",https://youtube.com/watch?v=hI5CZOcyrOY,"['clams', 'doenjang', 'garlic', 'green chili pepper', 'green onion', 'ground beef', 'onion', 'potato', 'shrimp', 'squash blossom', 'zucchini', '']"
83,Pan-fried perilla leaves with fillings,깻잎전,"['flour', 'garlic', 'green onion', 'ground beef', 'ground black pepper', 'hot pepper flakes', 'kosher salt', 'onion', 'perilla leaves', 'soy sauce', 'sugar', 'toasted sesame oil', 'toasted sesame seeds', 'vegetable oil', 'vinegar', '']","['beef', 'easy', 'non spicy', 'pancake', 'side dish', 'snack']",https://youtube.com/watch?v=VtJRmOjW2Tw,"['garlic', 'green onion', 'ground beef', 'onion', 'perilla leaves', 'toasted sesame oil', 'toasted sesame seeds', '']"
84,Braised lotus roots,연근조림,"['apple vinegar', 'cider vinegar', 'garlic', 'lotus roots', 'rice syrup', 'soy sauce', 'toasted sesame oil', 'toasted sesame seeds', 'vegetable oil', 'vinegar', '']","['appetizer', 'lunchbox', 'non spicy', 'preserved side dish', 'side dish', 'vegetarian']",https://youtube.com/watch?v=ebQlQ1_vSYc,"['apple vinegar', 'cider vinegar', 'garlic', 'lotus roots', 'rice syrup', 'toasted sesame oil', 'toasted sesame seeds', '']"
85,Fried seaweed paper coated with glutinous rice paste,김부각,"['gim', 'glutinous rice flour', 'kosher salt', 'shredded red pepper', 'toasted sesame seeds', 'vegetable oil', 'water', '']","['non spicy', 'seafood', 'side dish', 'snack', 'vegetarian']",https://youtube.com/watch?v=w5-3TsT4Ixs,"['gim', 'glutinous rice flour', 'shredded red pepper', 'toasted sesame seeds', '']"
86,Braised octopus,문어조림,"['garlic', 'hot pepper flakes', 'octopus', 'rice syrup', 'soy sauce', 'sugar', 'vegetable oil', '']","['anju', 'easy', 'lunchbox', 'seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=BFWEJvtS0tY,"['garlic', 'octopus', 'rice syrup', '']"
87,Asian chive kimchi,부추김치,"['Asian chives', 'fish sauce', 'hot pepper flakes', 'onion', 'sugar', 'sweet rice flour', 'toasted sesame seeds', '']","['cold', 'easy', 'kimchi', 'preserved side dish', 'side dish', 'spicy', 'vegetarian']",https://youtube.com/watch?v=bPOjt0NKawA,"['Asian chives', 'fish sauce', 'onion', 'sweet rice flour', 'toasted sesame seeds', '']"
88,Bulgogi stew in an earthenware pot,뚝배기불고기,"['beef tenderloin', 'carrot', 'edible chrysanthemum', 'eggs', 'enoki mushroom', 'fish sauce', 'garlic', 'green onion', 'ground black pepper', 'honey', 'hot pepper flakes', 'kosher salt', 'onion', 'radish sprouts', 'red chili pepper', 'skirt steak', 'soy sauce', 'sugar', 'sweet potato starch noodles', 'toasted sesame oil', '']","['beef', 'main dish', 'non spicy', 'side dish', 'spicy', 'stew', 'vegetarian']",https://youtube.com/watch?v=u6WdDa-0_pc,"['beef tenderloin', 'carrot', 'edible chrysanthemum', 'eggs', 'enoki mushroom', 'fish sauce', 'garlic', 'green onion', 'onion', 'radish sprouts', 'red chili pepper', 'skirt steak', 'sweet potato starch noodles', 'toasted sesame oil', '']"
89,Simple potato pancake,감자전,[''],[''],https://youtube.com/watch?v=9F5iwVQbZAY,['']
90,Seasoned pan fried flatfish,가자미 양념튀김,"['flatfish', 'flounder', 'fluke', 'garlic', 'green onion', 'hot pepper flakes', 'kosher salt', 'rice syrup', 'sesame seeds', 'soy sauce', 'toasted sesame oil', 'vegetable oil', 'water', '']","['easy', 'main dish', 'seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=P755nwQlArk,"['flatfish', 'flounder', 'fluke', 'garlic', 'green onion', 'rice syrup', 'sesame seeds', 'toasted sesame oil', '']"
91,Fermented soybean paste stew with scallops,패주된장찌개,"['butternut squash', 'doenjang', 'garlic', 'green chili pepper', 'green onion', 'onion', 'scallop', 'scallops', 'water', 'zucchini', '']","['easy', 'non spicy', 'seafood', 'side dish', 'stew']",https://youtube.com/watch?v=1N8HVNO4mqo,"['butternut squash', 'doenjang', 'garlic', 'green chili pepper', 'green onion', 'onion', 'scallop', 'scallops', 'zucchini', '']"
92,Spicy stuffed green chili pepper kimchi,고추소박이,[''],[''],https://youtube.com/watch?v=jDIV_a5kkfQ,['']
93,Crunchy squid threads,오징어실채볶음,"['brown sugar', 'dried squid threads', 'garlic', 'soy sauce', 'toasted sesame seeds', 'vegetable oil', 'white sugar', '']","['anju', 'seafood', 'side dish', 'snack']",https://youtube.com/watch?v=OW-8RB33g4Q,"['brown sugar', 'dried squid threads', 'garlic', 'toasted sesame seeds', 'white sugar', '']"
94,Mushroom soup,버섯들깨탕,"['Asian chives', 'beef brisket', 'carrot', 'enoki mushroom', 'fish sauce', 'garlic', 'glutinous rice flour', 'kosher salt', 'mushrooms', 'onion', 'oyster mushrooms', 'perilla seeds powder', 'powdered toasted sesame seeds', 'shiitake mushrooms', 'sirloin steak', 'toasted sesame oil', '']","['beef', 'main dish', 'non spicy', 'side dish', 'soup']",https://youtube.com/watch?v=tvHKfNRKVUk,"['Asian chives', 'beef brisket', 'carrot', 'enoki mushroom', 'fish sauce', 'garlic', 'glutinous rice flour', 'mushrooms', 'onion', 'oyster mushrooms', 'perilla seeds powder', 'powdered toasted sesame seeds', 'shiitake mushrooms', 'sirloin steak', 'toasted sesame oil', '']"
95,Ox bone hangover soup,뼈해장국,"['doenjang', 'garlic', 'green chili pepper', 'green onion', 'hot pepper flakes', 'napa cabbage', 'ox bones', 'water', '']","['beef', 'main dish', 'non spicy', 'side dish', 'soup']",https://youtube.com/watch?v=o0JKPJkCMuI,"['doenjang', 'garlic', 'green chili pepper', 'green onion', 'napa cabbage', 'ox bones', '']"
96,Stir-fried garlic scapes,마늘쫑볶음,"['cooking oil', 'garlic scapes', 'honey', 'rice syrup', 'shredded red pepper', 'soy sauce', 'sugar', 'toasted sesame oil', 'toasted sesame seeds', '']","['preserved side dish', 'side dish', 'vegetarian']",https://youtube.com/watch?v=9U2NBWRsYOc,"['cooking oil', 'garlic scapes', 'rice syrup', 'shredded red pepper', 'toasted sesame oil', 'toasted sesame seeds', '']"
97,Grilled salted & dried yellow corvina,굴비구이,"['cooking oil', 'dried and salted yellow corvina', '']","['non spicy', 'seafood', 'side dish']",https://youtube.com/watch?v=PMyAJ2M2DSc,"['cooking oil', 'dried and salted yellow corvina', '']"
98,Pan-fried meat and tofu patties,완자전,"['carrot', 'dill', 'egg yolk', 'eggs', 'flour', 'garlic', 'grape seed oil', 'green onion', 'ground beef', 'ground black pepper', 'kosher salt', 'onion', 'soy sauce', 'toasted sesame oil', 'tofu', 'vegetable oil', '']","['beef', 'easy', 'lunchbox', 'non spicy', 'pancake', 'side dish']",https://youtube.com/watch?v=elcH2ebWXLQ,"['carrot', 'dill', 'egg yolk', 'eggs', 'garlic', 'grape seed oil', 'green onion', 'ground beef', 'onion', 'toasted sesame oil', 'tofu', '']"
99,Spicy braised tofu,두부조림,"['cooking oil', 'garlic', 'green onion', 'hot pepper flakes', 'kosher salt', 'onion', 'soy sauce', 'sugar', 'toasted sesame oil', 'toasted sesame seeds', 'tofu', 'water', '']","['easy', 'lunchbox', 'preserved side dish', 'side dish', 'spicy', 'vegetarian']",https://youtube.com/watch?v=ob2CYmTx9PM,"['cooking oil', 'garlic', 'green onion', 'onion', 'toasted sesame oil', 'toasted sesame seeds', 'tofu', '']"
100,Fermented soybean paste stew,된장찌개,"['doenjang', 'dried anchovies', 'garlic', 'green chili pepper', 'green onion', 'onion', 'potatoes', 'shrimp', 'tofu', 'water', 'zucchini', '']","['non spicy', 'side dish', 'stew']",https://youtube.com/watch?v=Slj_fM1jQVo,"['doenjang', 'dried anchovies', 'garlic', 'green chili pepper', 'green onion', 'onion', 'potatoes', 'shrimp', 'tofu', 'zucchini', '']"
101,Korean lettuce salad,상추겉절이,"['fish sauce', 'garlic', 'green onion', 'hot pepper flakes', 'lettuce', 'onion', 'soy sauce', 'sugar', 'toasted sesame oil', 'toasted sesame seeds', 'vinegar', '']","['cold', 'easy', 'side dish', 'spicy', 'vegetarian']",https://youtube.com/watch?v=umRqugilSkA,"['fish sauce', 'garlic', 'green onion', 'lettuce', 'onion', 'toasted sesame oil', 'toasted sesame seeds', '']"
102,Mung bean pancakes,빈대떡,"['eggs', 'fernbrake', 'garlic', 'ground black pepper', 'ground pork', 'kimchi', 'kosher salt', 'mung bean sprouts', 'mung beans', 'onion', 'shredded red pepper', 'soy sauce', 'sweet rice', 'toasted sesame oil', 'vegetable oil', 'vinegar', '']","['anju', 'appetizer', 'main dish', 'pancake', 'pork', 'side dish', 'snack']",https://youtube.com/watch?v=QJJawgzmgOk,"['eggs', 'fernbrake', 'garlic', 'ground pork', 'kimchi', 'mung bean sprouts', 'mung beans', 'onion', 'shredded red pepper', 'sweet rice', 'toasted sesame oil', '']"
103,Mung bean sprout side dish,숙주나물무침,"['fish sauce', 'garlic', 'green onion', 'kosher salt', 'mung bean sprouts', 'sesame seeds', 'toasted sesame oil', '']","['easy', 'non spicy', 'side dish', 'vegetarian']",https://youtube.com/watch?v=-cACd0cF92Q,"['fish sauce', 'garlic', 'green onion', 'mung bean sprouts', 'sesame seeds', 'toasted sesame oil', '']"
104,Beef pancakes,쇠고기전,"['corn oil', 'eggs', 'flour', 'garlic', 'grape seed oil', 'ground black pepper', 'kosher salt', 'rice flour', 'sirloin steak', 'skirt steak', 'toasted sesame oil', 'vegetable oil', '']","['beef', 'easy', 'lunchbox', 'non spicy', 'pancake', 'side dish']",https://youtube.com/watch?v=Pr6fpcaXOhA,"['corn oil', 'eggs', 'garlic', 'grape seed oil', 'rice flour', 'sirloin steak', 'skirt steak', 'toasted sesame oil', '']"
105,Braised kimchi & pork,김치찜,"['gochujang', 'green onion', 'ground black pepper', 'honey', 'kimchi', 'onion', 'pork belly', 'rice syrup', 'shiitake mushrooms', 'soy sauce', 'toasted sesame oil', '']","['main dish', 'pork', 'side dish', 'spicy']",https://youtube.com/watch?v=1BTXGrW4rJM,"['gochujang', 'green onion', 'kimchi', 'onion', 'pork belly', 'rice syrup', 'shiitake mushrooms', 'toasted sesame oil', '']"
106,Shrimp Pancakes,새우전,"['corn oil', 'eggs', 'flour', 'grape seed oil', 'green onion', 'ground black pepper', 'ground white pepper', 'kosher salt', 'mustard powder', 'shrimp', 'soy sauce', 'toasted sesame seeds', 'vegetable oil', 'vinegar', 'water', '']","['appetizer', 'lunchbox', 'pancake', 'seafood', 'side dish']",https://youtube.com/watch?v=jLN3vM7l9Hk,"['corn oil', 'eggs', 'grape seed oil', 'green onion', 'ground white pepper', 'mustard powder', 'shrimp', 'toasted sesame seeds', '']"
